"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34"
"11";0.0381593691619945;0.97218622624703;0.84509772443459;0.634944928206722;0.978904150118461;0.879567170618345;0.530135228681947;0.609571754179786;0.91098889653602;0.981402650165166;1;0.792679607943903;0.93608717320848;0.909890650836235;0.789107534526525;0.620637917377497;0.772956786491378;0.587731533044785;0.806797539750509;0.32227307981759;0.26994620404317;0.955252314154664;0.611657942577021;0;0.0211991508498344;0.457809676726251;0.808128920562006;0.838340265459092;0.710829815300671;0.667559063508313;0.379828033122617;0.445500295888233;0.738045056466387;0.208985106221422
"12";0.49077184898008;0.734067758146007;0.877156752229838;0.851921803373153;0.838046428930492;0.887212751479708;0.598042232479617;0.888762342520176;0.870940398959176;0.873612511432274;0.839592940402974;1;0.901588277271695;0.933672268826708;0.846129272715952;0.818271276897065;0.96134971791866;0.935621283353347;0.882573453991561;0.266278085680492;0.326582365782984;0.711602447783233;0.357226169179692;0;0.038060487063995;0.842204450322225;0.758854129584375;0.692984119182544;0.728151342621226;0.564313144723156;0.464261912861836;0.797250824639189;0.923077095747007;0.694172477883228
"13";0.00550119311150417;0.88492731364014;0.691829961450931;0.491349760717604;0.843888980623743;0.738220165724063;0.704461435681222;0.511560614120004;0.761609843033303;0.877081314417957;0.92392425580991;0.848278422192295;1;0.993041175256078;0.941579825848152;0.821003281079229;0.721082242480944;0.564357905844186;0.6588885454208;0.3845516977009;0.39558330823774;0.880368990710754;0.542821947626694;0;0.0427985841825853;0.377573763242995;0.924033535898538;0.893909976576519;0.866213910922543;0.756742567550315;0.542380923206964;0.326943206769231;0.641308152739327;0.144925558897502
"14";0.0475548138153122;0.840419853251003;0.722006923850282;0.558470619291801;0.831040611321008;0.761973664111818;0.710775794168849;0.589286429079331;0.774889125512857;0.869468209135625;0.899525902246887;0.903604341116534;0.993483284685655;1;0.949454072091933;0.861094368933345;0.779231363398869;0.653561292414447;0.698313669996942;0.364810480222847;0.401361367346663;0.83256231884937;0.486440780088538;0;0.045715530528479;0.471239991232836;0.906363023311181;0.856248975842124;0.861975420552405;0.724846781226322;0.553308728616963;0.413615873507841;0.701050031335582;0.238077178648849
"15";0;0.745088349468766;0.484530281366243;0.32046034563285;0.642301972644539;0.532436797388998;0.887216742943906;0.365259972788134;0.550392142753352;0.688625592490077;0.762909486444732;0.77617468897332;0.944520727562233;0.948784634693065;1;0.956630394613961;0.57401866293652;0.464615346699749;0.458482256425347;0.550926623402912;0.627235369517046;0.757691042131697;0.542206735747632;0.0543914083418101;0.193495797106088;0.268031525347131;0.96988574251866;0.898795420143282;0.970435832614642;0.845973197825875;0.768241820054756;0.202898133640661;0.474367272982114;0.0911798233121083
"16";0;0.522501660326614;0.330849437974765;0.222796839803601;0.439992011475773;0.372013597860611;0.880615265306708;0.28904022007865;0.375816715224955;0.498804456516337;0.562873141229902;0.727363935923643;0.823447535535639;0.854070896300902;0.954971589294626;1;0.480609938835634;0.427756340528505;0.317815011651274;0.457641360262469;0.621193197430046;0.536033898664056;0.334580665945241;0.0225735227770763;0.165129615025924;0.226187894559029;0.871652953120503;0.744062589604785;0.919378504804984;0.72521170121312;0.779913979947655;0.148246438566677;0.370474621870219;0.0843511204562322
"17";0.659985294040792;0.749418026869629;0.966302033931353;0.968697666753493;0.891047154671601;0.964080997103873;0.498005414688738;0.978169986542711;0.94642202781158;0.911594616070067;0.855555129428512;0.968491147099276;0.849256171830514;0.873979552836891;0.751974570138424;0.702481222467618;1;0.974387288006588;0.974966979979512;0.227108487563389;0.257125537832643;0.719941160797721;0.364428060182061;0;0.026213416671699;0.939482997222271;0.680948905237906;0.641794042051517;0.633514204416871;0.501838958801866;0.373212039267945;0.927575178026364;0.994462638448616;0.820701633383669
"18";0.812274740039237;0.646625941731132;0.904740549625944;0.956386066221618;0.796086170384357;0.897079995652592;0.481858295491972;0.983430844821956;0.869326484596714;0.823142468548125;0.760815678727438;0.953606143361984;0.784919680679651;0.821213679528531;0.716036601193521;0.704061612967981;0.977406357072122;1;0.923740255469005;0.20146726964728;0.253995390833678;0.618696322221444;0.289612566853691;0;0.0286417695889483;0.982873058291453;0.626039100457093;0.568871335787418;0.596757536455881;0.447971137047338;0.369108397004472;0.962478410326589;0.971157765014537;0.925231393844435
"19";0.60353732645382;0.790332796193368;0.998055765464612;0.977488523579792;0.935224077543904;0.993972569730655;0.437594312278455;0.960102899361387;0.984445191878669;0.942012270153429;0.88365233268173;0.908699415386793;0.822822401811494;0.834287220943787;0.692392763239455;0.610905448682715;0.976242646293439;0.918043315782968;1;0.215344376775898;0.215423685612638;0.758124460826293;0.404726028180479;0;0.0185605200828287;0.900721885730851;0.646329974510894;0.634864274728268;0.581459506953213;0.484088038608572;0.316149931156558;0.911805687997437;0.987267376659056;0.762265605024657
"20";0;0.696712803980488;0.327403962025025;0.189545687419055;0.506717362805192;0.363930436215702;0.91229402427828;0.202208620934093;0.393816371320072;0.518368302792708;0.615378028710043;0.467641114345064;0.707940987980026;0.678024112512624;0.786040376125737;0.744701854553648;0.336162515148968;0.248048153069476;0.298668213289562;1;0.964746673130653;0.729920786802751;0.895110565982436;0.880776274667084;0.927812583586718;0.137898062810813;0.855512966081798;0.86905244413749;0.872469204839667;0.945577855794071;0.935747397963864;0.108279345274746;0.279348317349936;0.0428248009960214
